route_name,route_start_km,route_end_km,start_km,end_km,method,direction,lane,work_date,year,timestamp,row_type,route_dir1,route_dir2
중부내륙선(충주),194.72,265.13,224.53,225.1,절삭 덧씌우기,양평방향,2차로,20240000,2024,2025-11-11 9:34,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,236.03,236.25,절삭 덧씌우기,양평방향,2차로,20240000,2024,2025-11-11 9:34,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,236.64,237.16,절삭 덧씌우기,양평방향,2차로,20240000,2024,2025-11-11 9:34,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,237.66,238.585,절삭 덧씌우기,양평방향,2차로,20240000,2024,2025-11-11 9:34,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,253.61,254.53,절삭 덧씌우기,양평방향,2차로,20240000,2024,2025-11-11 9:34,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,257.964,258.234,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,233.37,233.76,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,236.84,237.34,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,243.98,244.62,절삭 덧씌우기,창원방향,3차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,248.03,248.58,절삭 덧씌우기,양평방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,258.883,259.533,절삭 덧씌우기,양평방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,208.567,209.107,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,229.49,230.67,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,244.62,244.87,절삭 덧씌우기,창원방향,3차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,255.2,255.79,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,259.715,260.8,절삭 덧씌우기,창원방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,233.8,234.4,표면개량,양평방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,252.22,253.08,표면개량,양평방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부내륙선(충주),194.72,265.13,253.4,253.7,표면개량,양평방향,2차로,20250000,2025,2025-11-11 9:37,entry,양평방향,창원방향
중부선,247.36,323.86,0.0,0.0,,,,,,,entry,하남방향,남이방향
중앙선,246.9,313.48,0.0,0.0,,,,,,,entry,춘천방향,부산방향
중앙선,246.9,313.48,255.93,256.0,절삭 덧씌우기,부산방향,1차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,255.93,256.0,절삭 덧씌우기,부산방향,2차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,257.97,258.41,절삭 덧씌우기,부산방향,3차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,257.675,258.68,절삭 덧씌우기,부산방향,2차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,260.29,261.09,표면개량,부산방향,2차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,260.29,261.09,표면개량,부산방향,1차로,20220000,2022,2025-11-10 17:47,entry,춘천방향,부산방향
중앙선,246.9,313.48,285.566,286.616,비절삭 덧씌우기,부산방향,1차로,20220000,2022,2025-11-10 17:48,entry,춘천방향,부산방향
중앙선,246.9,313.48,285.566,286.616,비절삭 덧씌우기,부산방향,2차로,20220000,2022,2025-11-10 17:48,entry,춘천방향,부산방향
중앙선,246.9,313.48,285.566,286.616,절삭 덧씌우기,부산방향,3차로,20220000,2022,2025-11-10 17:48,entry,춘천방향,부산방향
중앙선,246.9,313.48,291.1,292.1,표면개량,부산방향,2차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,291.16,292.1,표면개량,부산방향,1차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,294.92,295.52,표면개량,부산방향,1차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,294.92,295.52,표면개량,부산방향,2차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,296.62,299.14,표면개량,부산방향,2차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,296.62,299.14,표면개량,부산방향,1차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,309.72,311.0,표면개량,부산방향,2차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,309.72,310.64,표면개량,부산방향,1차로,20220000,2022,2025-11-10 17:49,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.38,264.596,절삭 덧씌우기,춘천방향,1차로,20220000,2022,2025-11-10 17:50,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.38,264.596,절삭 덧씌우기,춘천방향,2차로,20220000,2022,2025-11-10 17:50,entry,춘천방향,부산방향
중앙선,246.9,313.48,266.44,267.49,절삭 덧씌우기,춘천방향,3차로,20220000,2022,2025-11-10 17:50,entry,춘천방향,부산방향
중앙선,246.9,313.48,277.6,278.4,표면개량,춘천방향,1차로,20220000,2022,2025-11-10 17:50,entry,춘천방향,부산방향
중앙선,246.9,313.48,277.6,278.4,표면개량,춘천방향,2차로,20220000,2022,2025-11-10 17:50,entry,춘천방향,부산방향
중앙선,246.9,313.48,310.24,311.5,표면개량,춘천방향,1차로,20220000,2022,2025-11-10 17:51,entry,춘천방향,부산방향
중앙선,246.9,313.48,310.24,311.5,표면개량,춘천방향,2차로,20220000,2022,2025-11-10 17:51,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.504,264.7,절삭 덧씌우기,부산방향,1차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.504,264.7,절삭 덧씌우기,부산방향,2차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.89,265.86,표면개량,부산방향,2차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,264.89,265.86,표면개량,부산방향,1차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,288.82,289.7,비절삭 덧씌우기,부산방향,1차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,288.82,289.7,비절삭 덧씌우기,부산방향,2차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,288.82,289.7,비절삭 덧씌우기,부산방향,3차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,261.29,261.59,절삭 덧씌우기,춘천방향,1차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,261.79,262.21,절삭 덧씌우기,춘천방향,1차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,261.79,262.21,절삭 덧씌우기,춘천방향,2차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,292.19,294.2,표면개량,춘천방향,2차로,20230000,2023,2025-11-11 9:28,entry,춘천방향,부산방향
중앙선,246.9,313.48,273.4,274.3,표면개량,부산방향,1차로,20240000,2024,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,274.75,275.0,표면개량,부산방향,1차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,274.75,275.0,표면개량,부산방향,2차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,274.444,274.65,표면개량,부산방향,2차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,274.444,274.65,표면개량,부산방향,1차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,275.176,276.05,표면개량,부산방향,1차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,275.176,276.05,표면개량,부산방향,2차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,299.39,300.38,비절삭 덧씌우기,부산방향,1차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,299.39,300.38,비절삭 덧씌우기,부산방향,2차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,299.39,300.38,비절삭 덧씌우기,부산방향,3차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,307.8,308.8,표면개량,춘천방향,2차로,20240000,2024,2025-11-11 9:38,entry,춘천방향,부산방향
중앙선,246.9,313.48,307.8,308.8,표면개량,춘천방향,1차로,20240000,2024,2025-11-11 9:39,entry,춘천방향,부산방향
중앙선,246.9,313.48,263.7,264.42,절삭 덧씌우기,춘천방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,267.7,268.15,절삭 덧씌우기,춘천방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,267.82,268.27,절삭 덧씌우기,춘천방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,277.22,278.56,절삭 덧씌우기,부산방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,280.61,280.96,절삭 덧씌우기,부산방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,280.09,280.98,절삭 덧씌우기,부산방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,294.02,294.7,절삭 덧씌우기,부산방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,294.02,294.7,절삭 덧씌우기,부산방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,309.37,310.07,절삭 덧씌우기,부산방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,259.0,259.38,표면개량,춘천방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,259.0,259.38,표면개량,춘천방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,260.42,260.93,표면개량,춘천방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,260.42,260.93,표면개량,춘천방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,262.52,263.17,표면개량,춘천방향,1차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
중앙선,246.9,313.48,262.52,263.17,표면개량,춘천방향,2차로,20250000,2025,2025-11-11 9:37,entry,춘천방향,부산방향
평택제천선,35.89,126.91,0.0,0.0,,,,,,,entry,평택방향,제천방향
평택제천선,35.89,126.91,51.7,51.9,NGCS,평택방향,1차로,20220000,2022,2025-11-10 17:42,entry,평택방향,제천방향
평택제천선,35.89,126.91,51.7,51.9,NGCS,평택방향,2차로,20220000,2022,2025-11-10 17:42,entry,평택방향,제천방향
평택제천선,35.89,126.91,53.405,53.93,절삭 덧씌우기,평택방향,2차로,20220000,2022,2025-11-10 17:42,entry,평택방향,제천방향
평택제천선,35.89,126.91,56.923,57.17,절삭 덧씌우기,평택방향,3차로,20220000,2022,2025-11-10 17:42,entry,평택방향,제천방향
평택제천선,35.89,126.91,56.924,57.374,절삭 덧씌우기,평택방향,2차로,20220000,2022,2025-11-10 17:43,entry,평택방향,제천방향
평택제천선,35.89,126.91,57.555,57.8,절삭 덧씌우기,평택방향,2차로,20220000,2022,2025-11-10 17:43,entry,평택방향,제천방향
평택제천선,35.89,126.91,51.7,51.9,NGCS,제천방향,1차로,20220000,2022,2025-11-10 17:43,entry,평택방향,제천방향
평택제천선,35.89,126.91,51.7,51.9,NGCS,제천방향,2차로,20220000,2022,2025-11-10 17:43,entry,평택방향,제천방향
평택제천선,35.89,126.91,53.6,53.93,절삭 덧씌우기,제천방향,2차로,20220000,2022,2025-11-10 17:43,entry,평택방향,제천방향
평택제천선,35.89,126.91,55.91,56.49,절삭 덧씌우기,제천방향,1차로,20220000,2022,2025-11-10 17:44,entry,평택방향,제천방향
평택제천선,35.89,126.91,55.665,56.49,절삭 덧씌우기,제천방향,2차로,20220000,2022,2025-11-10 17:45,entry,평택방향,제천방향
평택제천선,35.89,126.91,57.57,57.76,절삭 덧씌우기,제천방향,1차로,20220000,2022,2025-11-10 17:45,entry,평택방향,제천방향
평택제천선,35.89,126.91,57.57,57.76,절삭 덧씌우기,제천방향,2차로,20220000,2022,2025-11-10 17:45,entry,평택방향,제천방향
평택제천선,35.89,126.91,36.417,36.59,절삭 덧씌우기,제천방향,1차로,20230000,2023,2025-11-11 9:14,entry,평택방향,제천방향
평택제천선,35.89,126.91,52.25,53.98,절삭 덧씌우기,제천방향,1차로,20230000,2023,2025-11-11 9:14,entry,평택방향,제천방향
평택제천선,35.89,126.91,52.25,53.98,절삭 덧씌우기,제천방향,2차로,20230000,2023,2025-11-11 9:14,entry,평택방향,제천방향
평택제천선,35.89,126.91,54.947,55.474,절삭 덧씌우기,제천방향,2차로,20230000,2023,2025-11-11 9:15,entry,평택방향,제천방향
평택제천선,35.89,126.91,51.897,52.097,절삭 덧씌우기,평택방향,2차로,20230000,2023,2025-11-11 9:15,entry,평택방향,제천방향
평택제천선,35.89,126.91,54.957,55.472,절삭 덧씌우기,평택방향,2차로,20230000,2023,2025-11-11 9:15,entry,평택방향,제천방향
평택제천선,35.89,126.91,38.0,39.6,표면개량,평택방향,1차로,20240000,2024,2025-11-11 9:34,entry,평택방향,제천방향
평택제천선,35.89,126.91,38.0,39.6,표면개량,평택방향,2차로,20240000,2024,2025-11-11 9:34,entry,평택방향,제천방향
평택제천선,35.89,126.91,45.69,46.76,표면개량,평택방향,2차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,45.69,46.76,표면개량,평택방향,1차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,52.366,52.966,절삭 덧씌우기,평택방향,2차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,53.329,53.929,절삭 덧씌우기,평택방향,1차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,55.5,56.0,표면개량,평택방향,1차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,55.5,56.0,표면개량,평택방향,2차로,20240000,2024,2025-11-11 9:35,entry,평택방향,제천방향
평택제천선,35.89,126.91,54.98,55.5,절삭 덧씌우기,평택방향,1차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,56.605,57.375,절삭 덧씌우기,평택방향,1차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,57.615,57.985,절삭 덧씌우기,평택방향,1차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,52.98,53.6,표면개량,제천방향,1차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,52.98,53.6,표면개량,제천방향,2차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,54.977,55.727,절삭 덧씌우기,제천방향,1차로,20240000,2024,2025-11-11 9:36,entry,평택방향,제천방향
평택제천선,35.89,126.91,64.7,64.76,절삭 덧씌우기,제천방향,3차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,74.2,75.42,표면개량,제천방향,1차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,74.2,75.42,표면개량,제천방향,2차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,75.8,76.08,표면개량,제천방향,2차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,75.8,76.08,표면개량,제천방향,1차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,76.17,76.67,표면개량,제천방향,1차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,76.17,76.27,표면개량,제천방향,2차로,20240000,2024,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,42.376,42.617,절삭 덧씌우기,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,42.376,42.617,절삭 덧씌우기,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,46.392,46.752,절삭 덧씌우기,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,46.392,46.752,절삭 덧씌우기,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,47.74,47.995,제강슬래그,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,47.995,48.25,제강슬래그,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,56.6,57.4,절삭 덧씌우기,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,36.429,36.589,절삭 덧씌우기,평택방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,36.429,36.589,절삭 덧씌우기,평택방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,42.52,42.7,절삭 덧씌우기,평택방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,42.449,42.7,절삭 덧씌우기,평택방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,53.99,54.76,절삭 덧씌우기,평택방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,56.598,56.918,GMA,평택방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,40.0,40.56,표면개량,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,40.0,40.56,표면개량,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,41.37,42.0,표면개량,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,43.12,43.49,표면개량,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,43.12,43.49,표면개량,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,44.35,44.81,표면개량,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,44.35,44.81,표면개량,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,45.71,46.3,표면개량,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,60.0,60.92,표면개량,제천방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,60.0,60.92,표면개량,제천방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,67.38,67.69,표면개량,평택방향,1차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
평택제천선,35.89,126.91,67.38,67.69,표면개량,평택방향,2차로,20250000,2025,2025-11-11 9:37,entry,평택방향,제천방향
